dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,peakacti_local_pages,organisations,org_vatnum,16,varchar,10,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_phone,17,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_mobile,18,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_email,19,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_web,20,varchar,255,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_facebook,21,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_twitter,22,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_instagram,23,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_added,24,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_amended,25,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_disabled,26,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_changed_by,27,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindlinks,oil_owner,4,tinyint,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindlinks,oil_org_role,5,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindlinks,oil_added,6,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindlinks,oil_amended,7,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindlinks,oil_disabled,8,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindlinks,oil_changed_by,9,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,orgindroles,oir_role,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_type_id,2,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_ind_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_org_id,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_added,5,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_amended,6,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_disabled,7,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_changed_by,8,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,regions,rgn_name,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,regions,rgn_cty_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_pos_id,2,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_typ_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_places_id,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_subject,5,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_add_id,6,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_img_id,7,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_gal_id,8,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_text,9,text,65535,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_html,10,text,65535,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_map,11,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_gpx,12,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,routes,rte_meet_info,13,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,rteplaces,rpl_name,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,rteplaces,rpl_rgn_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_pos_id,2,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_typ_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_subject,4,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_add_id,5,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_img_id,6,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_gal_id,7,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_cost_id,8,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_text,9,text,65535,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_html,10,text,65535,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_show_from,11,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,salesandwants,saw_show_to,12,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,titles,title_name,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,towns,town_name,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,towns,town_cnt_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,due,2,varchar,12,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,no,3,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,place,4,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,stop,5,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,code,6,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,categories,typename,2,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,flags,code,2,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,flags,welcome,3,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,name,2,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,search,3,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,png,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,type,5,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,typename,6,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,location,7,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,keywords,8,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,shops,9,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,food,10,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,cafes,11,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,leisure,12,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,due,2,time,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,station,3,varchar,45,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,current,4,varchar,12,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,Platform,5,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,code,6,varchar,5,NULL,NULL,NULL,NULL
mysql,sys,sys_config,value,2,varchar,128,NULL,NULL,NULL,NULL
mysql,sys,sys_config,set_time,3,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,sys,sys_config,set_by,4,varchar,128,NULL,NULL,NULL,NULL
